Employee_ID,Age,Gender,Industry,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Sleep_Quality
EMP2839,46,Male,Healthcare,Remote,41,6,5,Medium,,Yes,Increase,4,Neutral,Average
EMP2840,53,Non-binary,Consulting,Hybrid,41,2,5,Medium,,Yes,Decrease,5,Satisfied,Average
EMP2841,39,Male,Finance,Onsite,48,13,5,Low,Depression,Yes,Decrease,1,Unsatisfied,Poor
EMP2842,51,Male,Education,Onsite,56,9,5,Low,Burnout,Yes,Decrease,2,Unsatisfied,Good
EMP2843,48,Female,Healthcare,Onsite,45,0,5,Low,Burnout,Yes,No Change,1,Neutral,Poor
EMP2844,47,Male,Finance,Remote,53,2,4,Medium,,Yes,No Change,3,Neutral,Average
EMP2845,25,Non-binary,IT,Onsite,28,2,2,Medium,Depression,No,No Change,1,Satisfied,Good
EMP2846,34,Non-binary,Consulting,Remote,32,6,2,Low,Depression,Yes,Increase,2,Satisfied,Good
EMP2847,32,Female,Education,Onsite,55,14,4,Medium,Burnout,Yes,Increase,3,Neutral,Average
EMP2848,22,Non-binary,IT,Onsite,48,1,2,Low,,No,Increase,5,Satisfied,Poor
EMP2849,47,Female,Finance,Hybrid,57,10,5,Low,Depression,No,Decrease,4,Unsatisfied,Poor
EMP2850,52,Female,Retail,Hybrid,37,10,2,High,Burnout,No,No Change,3,Unsatisfied,Average
EMP2851,55,Male,Retail,Remote,56,9,2,Medium,Anxiety,No,Decrease,3,Neutral,Poor
EMP2852,60,Male,Healthcare,Onsite,23,14,1,High,Burnout,Yes,No Change,2,Satisfied,Good
EMP2853,52,Female,IT,Onsite,49,2,4,Medium,Depression,Yes,No Change,1,Neutral,Good
EMP2854,33,Prefer not to say,Finance,Remote,25,15,1,High,Depression,Yes,Increase,1,Satisfied,Average
EMP2855,30,Male,Retail,Remote,33,6,2,Low,Burnout,No,Decrease,1,Unsatisfied,Average
EMP2856,50,Non-binary,Healthcare,Hybrid,31,2,3,High,Anxiety,Yes,Increase,2,Satisfied,Good
EMP2857,28,Male,Education,Onsite,54,3,4,High,,Yes,No Change,5,Satisfied,Average
EMP2858,32,Male,IT,Onsite,57,8,4,Medium,Burnout,No,No Change,5,Neutral,Poor
EMP2859,31,Male,Finance,Hybrid,42,1,3,High,Burnout,Yes,Increase,3,Neutral,Poor
EMP2860,60,Female,IT,Onsite,49,2,5,Medium,Burnout,Yes,No Change,1,Unsatisfied,Poor
EMP2861,23,Female,Manufacturing,Onsite,33,7,4,Low,,No,Increase,3,Unsatisfied,Average
EMP2862,24,Prefer not to say,Manufacturing,Remote,47,8,2,Low,Burnout,Yes,Increase,1,Satisfied,Good
EMP2863,44,Male,Consulting,Hybrid,56,7,5,Low,Depression,Yes,No Change,3,Satisfied,Good
EMP2864,49,Non-binary,Finance,Remote,25,3,5,High,Burnout,Yes,Increase,2,Satisfied,Good
EMP2865,28,Male,Education,Remote,36,3,1,High,,No,Decrease,5,Satisfied,Good
EMP2866,22,Female,Consulting,Remote,26,3,3,Low,Depression,Yes,Decrease,4,Unsatisfied,Poor
EMP2867,48,Non-binary,Manufacturing,Remote,56,10,1,High,Burnout,Yes,Increase,1,Neutral,Average
EMP2868,56,Male,IT,Hybrid,54,15,5,Low,,No,Decrease,3,Unsatisfied,Poor
EMP2869,54,Male,Consulting,Onsite,46,3,5,Low,,Yes,Decrease,5,Satisfied,Poor
EMP2870,49,Female,Consulting,Remote,36,10,5,Medium,Burnout,Yes,Increase,1,Unsatisfied,Average
EMP2871,27,Prefer not to say,Retail,Onsite,45,3,2,Medium,Anxiety,Yes,No Change,2,Satisfied,Good
EMP2872,31,Male,Finance,Remote,36,9,4,Low,,Yes,Decrease,1,Unsatisfied,Average
EMP2873,26,Male,Retail,Onsite,46,4,5,Low,Anxiety,No,No Change,2,Neutral,Good
EMP2874,33,Non-binary,Finance,Hybrid,47,0,1,High,Burnout,No,Increase,4,Unsatisfied,Good
EMP2875,30,Prefer not to say,Retail,Onsite,41,7,4,High,Depression,Yes,No Change,1,Neutral,Poor
EMP2876,39,Female,Education,Onsite,38,15,2,High,,No,Increase,5,Satisfied,Average
EMP2877,42,Female,Consulting,Onsite,60,2,4,Medium,Burnout,No,Increase,3,Satisfied,Poor
EMP2878,27,Male,Healthcare,Onsite,48,1,4,Medium,,Yes,Increase,2,Unsatisfied,Good
EMP2879,24,Prefer not to say,Education,Remote,24,10,1,Medium,Anxiety,No,Increase,1,Satisfied,Poor
EMP2880,42,Non-binary,Manufacturing,Onsite,57,6,3,Medium,Burnout,No,Decrease,5,Neutral,Average
EMP2881,46,Male,IT,Onsite,30,0,5,Medium,Anxiety,No,No Change,5,Satisfied,Average
EMP2882,57,Male,Retail,Remote,42,14,1,High,Depression,Yes,No Change,4,Neutral,Poor
EMP2883,50,Female,Retail,Onsite,51,11,5,High,Depression,Yes,Decrease,2,Satisfied,Poor
EMP2884,31,Male,Healthcare,Onsite,28,11,4,High,Depression,No,No Change,5,Satisfied,Poor
EMP2885,56,Male,Healthcare,Hybrid,60,14,4,Low,Depression,Yes,No Change,2,Unsatisfied,Good
EMP2886,31,Female,Finance,Onsite,35,0,1,Medium,Anxiety,No,Increase,3,Neutral,Poor
EMP2887,27,Non-binary,Healthcare,Onsite,59,12,2,Low,Depression,Yes,No Change,5,Neutral,Average
EMP2888,51,Prefer not to say,Manufacturing,Remote,58,1,4,Medium,Anxiety,No,No Change,1,Neutral,Average
EMP2889,50,Non-binary,Retail,Remote,22,4,5,Low,Burnout,No,Decrease,4,Neutral,Poor
EMP2890,47,Female,Consulting,Remote,45,13,4,High,Anxiety,Yes,Decrease,4,Neutral,Average
EMP2891,28,Prefer not to say,Consulting,Hybrid,27,5,2,High,Burnout,Yes,Decrease,2,Unsatisfied,Average
EMP2892,25,Female,Consulting,Remote,35,1,3,High,Anxiety,No,Decrease,5,Neutral,Average
EMP2893,35,Female,Healthcare,Onsite,41,13,5,Medium,,Yes,Increase,3,Unsatisfied,Poor
EMP2894,26,Female,Consulting,Remote,31,8,3,Medium,Anxiety,No,No Change,3,Unsatisfied,Poor
EMP2895,31,Female,Retail,Hybrid,22,2,1,Medium,Burnout,No,Increase,3,Satisfied,Poor
EMP2896,56,Prefer not to say,Finance,Remote,24,13,3,Medium,,No,Decrease,4,Satisfied,Good
EMP2897,45,Non-binary,Education,Hybrid,24,12,4,Low,Burnout,No,Increase,5,Satisfied,Average
EMP2898,41,Female,Finance,Hybrid,49,13,5,Low,Anxiety,Yes,Decrease,2,Neutral,Good
EMP2899,30,Male,IT,Remote,52,3,1,Low,Burnout,No,Decrease,1,Neutral,Poor
EMP2900,23,Prefer not to say,Finance,Remote,55,15,4,Low,Anxiety,No,No Change,5,Unsatisfied,Poor
EMP2901,34,Female,Consulting,Hybrid,22,9,3,High,Burnout,No,Decrease,2,Unsatisfied,Good
EMP2902,25,Male,Retail,Remote,35,7,3,Medium,Depression,Yes,Increase,2,Unsatisfied,Good
EMP2903,49,Female,IT,Hybrid,52,12,1,Medium,Depression,Yes,No Change,2,Neutral,Good
EMP2904,33,Female,Finance,Onsite,45,15,2,High,,Yes,Decrease,3,Satisfied,Good
EMP2905,59,Male,Education,Hybrid,30,3,3,Low,Burnout,No,Decrease,2,Satisfied,Poor
EMP2906,48,Male,Retail,Onsite,56,5,4,High,Depression,No,Decrease,5,Unsatisfied,Poor
EMP2907,54,Male,Retail,Remote,21,2,1,High,Depression,Yes,No Change,5,Unsatisfied,Poor
EMP2908,54,Female,Manufacturing,Hybrid,56,0,1,High,Anxiety,Yes,Decrease,3,Neutral,Average
EMP2909,27,Prefer not to say,IT,Remote,26,1,4,Medium,Depression,No,Decrease,4,Satisfied,Average
EMP2910,51,Male,Finance,Hybrid,25,9,2,Low,Burnout,Yes,No Change,3,Unsatisfied,Average
EMP2911,44,Female,IT,Remote,27,15,4,Medium,Anxiety,No,No Change,2,Neutral,Average
EMP2912,28,Prefer not to say,Retail,Hybrid,60,11,4,Medium,,Yes,Increase,1,Neutral,Good
EMP2913,34,Prefer not to say,Manufacturing,Hybrid,21,3,5,Low,,Yes,No Change,5,Satisfied,Good
EMP2914,53,Non-binary,Education,Onsite,25,10,1,Medium,Depression,Yes,No Change,1,Satisfied,Poor
EMP2915,41,Prefer not to say,Retail,Hybrid,52,1,3,Low,Burnout,Yes,Increase,5,Neutral,Good
EMP2916,54,Prefer not to say,Finance,Remote,41,8,3,Medium,Anxiety,Yes,No Change,2,Neutral,Average
EMP2917,35,Prefer not to say,IT,Remote,21,1,1,High,Burnout,No,No Change,1,Neutral,Poor
EMP2918,60,Prefer not to say,IT,Remote,56,2,4,Low,Depression,No,No Change,4,Unsatisfied,Poor
EMP2919,54,Male,Healthcare,Hybrid,38,6,1,Low,,Yes,Decrease,1,Unsatisfied,Poor
EMP2920,29,Male,Consulting,Remote,43,9,1,Low,Anxiety,Yes,No Change,5,Satisfied,Good
EMP2921,34,Male,Consulting,Hybrid,20,12,1,High,Depression,No,Decrease,4,Unsatisfied,Poor
EMP2922,52,Female,Retail,Remote,52,7,4,Medium,Anxiety,No,Decrease,1,Neutral,Average
EMP2923,25,Prefer not to say,Retail,Remote,21,4,2,Medium,Burnout,No,Decrease,5,Unsatisfied,Good
EMP2924,58,Female,Retail,Remote,56,15,4,Medium,Depression,No,Increase,3,Satisfied,Poor
EMP2925,22,Female,Consulting,Onsite,38,5,3,Medium,Depression,No,Decrease,1,Neutral,Poor
EMP2926,48,Prefer not to say,Education,Remote,39,15,3,High,Depression,Yes,No Change,5,Unsatisfied,Poor
EMP2927,31,Prefer not to say,Manufacturing,Onsite,47,5,2,Medium,,Yes,Decrease,4,Neutral,Average
EMP2928,33,Male,Finance,Remote,53,8,2,Low,Burnout,No,No Change,1,Unsatisfied,Average
EMP2929,41,Non-binary,Retail,Onsite,58,7,3,Medium,Burnout,Yes,No Change,4,Unsatisfied,Average
EMP2930,26,Male,Retail,Onsite,55,15,5,Medium,Burnout,No,Decrease,4,Satisfied,Good
EMP2931,40,Female,Finance,Remote,54,13,3,High,,Yes,No Change,4,Satisfied,Good
EMP2932,38,Non-binary,Education,Onsite,60,13,2,Medium,Depression,No,Decrease,4,Neutral,Good
EMP2933,43,Female,Retail,Hybrid,34,13,2,Medium,,No,No Change,3,Neutral,Poor
EMP2934,32,Prefer not to say,IT,Remote,50,14,4,Low,,No,No Change,3,Neutral,Average
EMP2935,23,Female,IT,Onsite,60,15,5,Medium,,No,Increase,5,Satisfied,Average
EMP2936,29,Male,Healthcare,Remote,20,11,1,Medium,Anxiety,No,Decrease,5,Satisfied,Average
EMP2937,36,Non-binary,Consulting,Hybrid,60,15,3,Low,,No,Increase,1,Unsatisfied,Poor
EMP2938,31,Prefer not to say,IT,Remote,38,10,3,High,,No,Decrease,5,Satisfied,Good
EMP2939,56,Prefer not to say,Education,Onsite,53,5,5,High,,Yes,Decrease,4,Satisfied,Poor
EMP2940,24,Female,IT,Onsite,58,10,4,Medium,Anxiety,Yes,Increase,3,Satisfied,Poor
EMP2941,39,Prefer not to say,Manufacturing,Onsite,49,13,5,Medium,,Yes,No Change,5,Neutral,Average
EMP2942,49,Male,Consulting,Remote,30,2,5,Low,Burnout,Yes,No Change,5,Satisfied,Average
EMP2943,29,Female,Healthcare,Remote,42,5,4,High,,No,No Change,1,Unsatisfied,Good
EMP2944,58,Male,Education,Remote,34,5,2,Medium,,No,Increase,5,Satisfied,Good
EMP2945,54,Male,IT,Remote,41,11,3,Medium,Burnout,Yes,No Change,2,Satisfied,Good
EMP2946,25,Female,Retail,Remote,22,12,4,Medium,Depression,No,No Change,4,Unsatisfied,Average
EMP2947,35,Male,Consulting,Onsite,24,12,2,Medium,Burnout,No,Decrease,3,Neutral,Average
EMP2948,37,Non-binary,Healthcare,Hybrid,57,9,2,Low,Anxiety,Yes,Decrease,3,Unsatisfied,Poor
EMP2949,36,Prefer not to say,Finance,Remote,29,15,4,Medium,Burnout,No,No Change,1,Unsatisfied,Average
EMP2950,60,Non-binary,Retail,Remote,41,11,1,High,Burnout,No,Increase,2,Unsatisfied,Good
EMP2951,53,Prefer not to say,Education,Remote,27,13,5,High,Burnout,No,Decrease,3,Unsatisfied,Average
EMP2952,37,Female,Finance,Remote,47,7,4,Medium,Burnout,Yes,Increase,2,Unsatisfied,Average
EMP2953,58,Female,Retail,Onsite,41,7,2,High,Burnout,Yes,Decrease,1,Unsatisfied,Good
EMP2954,45,Non-binary,IT,Remote,33,11,3,Low,Anxiety,Yes,Increase,1,Neutral,Poor
EMP2955,37,Female,IT,Remote,35,6,5,High,Anxiety,Yes,Decrease,5,Unsatisfied,Average
EMP2956,22,Male,Consulting,Remote,60,11,5,High,Depression,No,Increase,3,Unsatisfied,Good
EMP2957,54,Male,IT,Onsite,56,6,5,High,,No,Decrease,1,Unsatisfied,Average
EMP2958,48,Prefer not to say,IT,Remote,28,13,4,Medium,Depression,No,Increase,5,Unsatisfied,Average
EMP2959,41,Non-binary,Healthcare,Onsite,22,14,4,Low,Anxiety,No,No Change,2,Neutral,Poor
EMP2960,30,Non-binary,Finance,Hybrid,24,0,2,Medium,Depression,Yes,Decrease,5,Satisfied,Good
EMP2961,37,Female,Consulting,Hybrid,22,14,4,Low,Depression,No,No Change,2,Satisfied,Poor
EMP2962,45,Male,Education,Remote,37,12,5,Medium,Depression,No,No Change,5,Neutral,Average
EMP2963,58,Prefer not to say,Education,Hybrid,32,4,5,Medium,Burnout,No,No Change,3,Satisfied,Poor
EMP2964,29,Prefer not to say,IT,Onsite,51,14,2,High,Anxiety,Yes,No Change,5,Satisfied,Good
EMP2965,35,Male,Manufacturing,Remote,60,14,5,High,Anxiety,No,No Change,4,Neutral,Good
EMP2966,22,Prefer not to say,Education,Onsite,27,4,1,High,Depression,No,Decrease,4,Satisfied,Good
EMP2967,44,Prefer not to say,Retail,Hybrid,44,3,2,Medium,Anxiety,No,Decrease,1,Unsatisfied,Good
EMP2968,31,Male,Healthcare,Hybrid,48,3,3,Medium,,Yes,Decrease,3,Unsatisfied,Poor
EMP2969,42,Male,IT,Remote,58,14,2,Medium,Depression,No,No Change,5,Neutral,Poor
EMP2970,30,Non-binary,Finance,Hybrid,27,4,1,High,Depression,No,Decrease,1,Neutral,Poor
EMP2971,28,Non-binary,Retail,Remote,22,0,1,Medium,Burnout,No,No Change,3,Unsatisfied,Average
EMP2972,55,Male,Healthcare,Onsite,50,13,1,Medium,Depression,Yes,No Change,1,Satisfied,Good
EMP2973,42,Male,Manufacturing,Onsite,39,2,4,High,Anxiety,Yes,Increase,5,Neutral,Poor
EMP2974,46,Prefer not to say,Finance,Remote,20,12,3,Medium,,Yes,Increase,4,Neutral,Good
EMP2975,27,Male,IT,Remote,36,1,1,Low,Anxiety,Yes,Decrease,3,Unsatisfied,Poor
EMP2976,58,Male,IT,Hybrid,60,15,1,High,Depression,Yes,Decrease,2,Unsatisfied,Average
EMP2977,35,Non-binary,Healthcare,Onsite,55,11,4,High,Burnout,No,Increase,5,Satisfied,Average
EMP2978,43,Non-binary,Education,Onsite,41,12,2,Medium,,Yes,Decrease,5,Unsatisfied,Average
EMP2979,23,Male,Manufacturing,Onsite,38,10,5,Medium,,No,No Change,1,Satisfied,Average
EMP2980,22,Female,Consulting,Onsite,56,4,3,Low,Burnout,Yes,No Change,1,Unsatisfied,Poor
EMP2981,30,Female,Consulting,Hybrid,54,8,1,Low,Burnout,No,No Change,3,Unsatisfied,Poor
EMP2982,47,Female,Manufacturing,Hybrid,23,2,1,High,Anxiety,Yes,Increase,2,Neutral,Average
EMP2983,54,Male,Education,Remote,46,11,1,High,Depression,No,Increase,2,Satisfied,Poor
EMP2984,47,Female,Healthcare,Hybrid,46,15,1,High,Depression,Yes,Decrease,3,Neutral,Average
EMP2985,52,Male,Education,Remote,59,8,1,Medium,Anxiety,Yes,No Change,5,Satisfied,Good
EMP2986,32,Prefer not to say,IT,Hybrid,42,4,5,Medium,Anxiety,Yes,No Change,4,Satisfied,Poor
EMP2987,33,Female,Education,Remote,55,0,5,High,Burnout,Yes,Increase,2,Unsatisfied,Good
EMP2988,35,Non-binary,Healthcare,Onsite,37,13,5,High,Anxiety,No,No Change,2,Neutral,Good
EMP2989,60,Prefer not to say,Consulting,Onsite,31,15,2,Medium,Anxiety,No,Increase,3,Satisfied,Average
EMP2990,46,Non-binary,Healthcare,Onsite,38,1,1,Medium,,No,Decrease,1,Satisfied,Good
EMP2991,57,Prefer not to say,Healthcare,Onsite,46,3,3,Low,,No,Decrease,1,Satisfied,Good
EMP2992,40,Prefer not to say,Finance,Onsite,46,7,2,Medium,Anxiety,No,Increase,1,Satisfied,Average
EMP2993,36,Female,IT,Remote,43,13,3,High,Anxiety,Yes,No Change,2,Satisfied,Good
EMP2994,56,Non-binary,Finance,Remote,38,15,4,High,,Yes,Decrease,1,Satisfied,Good
EMP2995,33,Female,Finance,Onsite,47,12,2,Low,Depression,No,No Change,1,Neutral,Poor
EMP2996,51,Male,Education,Hybrid,27,4,5,High,Depression,No,Decrease,5,Satisfied,Good
EMP2997,40,Non-binary,Manufacturing,Hybrid,49,1,1,Medium,Depression,No,Increase,5,Neutral,Good
EMP2998,28,Male,Finance,Remote,33,11,4,High,,Yes,No Change,4,Neutral,Good
EMP2999,26,Male,Consulting,Onsite,42,12,4,High,Burnout,No,No Change,5,Satisfied,Good
EMP3000,39,Prefer not to say,Retail,Hybrid,59,10,2,Medium,Anxiety,Yes,No Change,4,Satisfied,Poor
EMP3001,23,Male,Finance,Hybrid,28,15,1,High,,Yes,No Change,5,Neutral,Good
EMP3002,30,Non-binary,Healthcare,Hybrid,49,8,2,Medium,Depression,No,Increase,3,Neutral,Poor
EMP3003,41,Non-binary,Finance,Onsite,28,3,5,Low,Burnout,No,Increase,1,Neutral,Average
EMP3004,47,Non-binary,Manufacturing,Onsite,56,13,2,Low,Anxiety,Yes,Increase,2,Neutral,Poor
EMP3005,44,Male,Retail,Onsite,35,10,2,Medium,,No,Decrease,1,Satisfied,Good
EMP3006,48,Female,Consulting,Onsite,42,6,1,Low,Depression,No,Increase,4,Neutral,Good
EMP3007,35,Prefer not to say,Education,Hybrid,34,8,2,Medium,,Yes,Decrease,5,Neutral,Average
EMP3008,37,Male,Finance,Hybrid,22,9,5,High,Depression,No,No Change,5,Satisfied,Average
EMP3009,37,Prefer not to say,Manufacturing,Onsite,38,11,4,Medium,Burnout,Yes,Decrease,1,Satisfied,Average
EMP3010,49,Female,Manufacturing,Remote,47,10,1,Medium,Burnout,Yes,Decrease,5,Satisfied,Average
EMP3011,52,Female,Finance,Remote,42,9,5,High,Burnout,Yes,No Change,3,Unsatisfied,Average
EMP3012,22,Male,Healthcare,Remote,39,15,4,Low,,No,Increase,4,Unsatisfied,Good
EMP3013,34,Non-binary,Healthcare,Hybrid,41,3,1,High,Anxiety,No,Increase,4,Neutral,Average
EMP3014,44,Male,Manufacturing,Remote,29,6,1,Low,,No,No Change,3,Unsatisfied,Poor
EMP3015,26,Female,Healthcare,Onsite,51,4,3,Medium,Burnout,Yes,Increase,5,Satisfied,Good
EMP3016,39,Female,Retail,Onsite,53,14,4,Medium,Burnout,No,Increase,4,Unsatisfied,Poor
EMP3017,50,Non-binary,Education,Hybrid,27,12,1,Low,Depression,No,Increase,5,Neutral,Good
EMP3018,53,Female,Education,Onsite,46,4,2,Low,Anxiety,No,Increase,5,Neutral,Average
EMP3019,40,Non-binary,Finance,Onsite,48,15,1,Medium,Anxiety,No,Decrease,3,Neutral,Good
EMP3020,52,Female,Education,Onsite,36,6,2,Low,,Yes,Decrease,1,Satisfied,Average
EMP3021,24,Male,Consulting,Remote,21,10,3,Medium,Depression,No,No Change,1,Satisfied,Average
EMP3022,50,Female,Manufacturing,Hybrid,59,2,3,Medium,,No,Increase,1,Unsatisfied,Poor
EMP3023,33,Female,Finance,Hybrid,25,11,3,Medium,Burnout,No,No Change,2,Unsatisfied,Poor
EMP3024,32,Non-binary,Education,Hybrid,23,9,5,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,Poor
EMP3025,40,Prefer not to say,Education,Hybrid,59,5,3,Low,Burnout,No,No Change,3,Unsatisfied,Average
EMP3026,39,Non-binary,Retail,Onsite,49,15,1,Low,Anxiety,No,No Change,2,Unsatisfied,Poor
EMP3027,59,Prefer not to say,Healthcare,Onsite,37,6,4,High,Anxiety,Yes,No Change,2,Neutral,Poor
EMP3028,53,Non-binary,Manufacturing,Hybrid,54,2,1,Low,Anxiety,Yes,Increase,5,Neutral,Average
EMP3029,34,Non-binary,Finance,Remote,27,14,1,High,Burnout,No,Decrease,5,Satisfied,Poor
EMP3030,58,Male,Education,Hybrid,51,7,5,High,Burnout,Yes,Decrease,4,Satisfied,Poor
EMP3031,40,Prefer not to say,Manufacturing,Remote,46,4,4,Low,Burnout,Yes,Decrease,2,Unsatisfied,Good
EMP3032,49,Male,Retail,Hybrid,31,2,1,Medium,Anxiety,Yes,No Change,5,Satisfied,Good
EMP3033,42,Prefer not to say,Consulting,Remote,22,4,5,Low,Depression,No,No Change,4,Neutral,Poor
EMP3034,22,Male,Consulting,Onsite,31,0,1,Medium,Anxiety,Yes,No Change,1,Satisfied,Average
EMP3035,51,Male,Retail,Onsite,49,0,3,Low,Burnout,Yes,Decrease,5,Neutral,Poor
EMP3036,34,Female,Manufacturing,Remote,52,4,3,Medium,Anxiety,No,Increase,2,Unsatisfied,Poor
EMP3037,56,Prefer not to say,IT,Remote,30,9,3,Low,Depression,No,No Change,3,Satisfied,Poor
EMP3038,59,Prefer not to say,IT,Hybrid,54,1,3,Medium,Depression,Yes,No Change,5,Neutral,Average
EMP3039,49,Male,Education,Onsite,49,1,4,Medium,Anxiety,Yes,No Change,5,Unsatisfied,Average
EMP3040,33,Non-binary,Manufacturing,Remote,47,12,2,Medium,Burnout,No,Decrease,4,Neutral,Average
EMP3041,52,Female,IT,Remote,22,5,1,High,Burnout,Yes,Decrease,1,Unsatisfied,Poor
EMP3042,52,Prefer not to say,Manufacturing,Hybrid,39,2,4,Medium,Depression,Yes,No Change,5,Satisfied,Poor
EMP3043,24,Non-binary,Manufacturing,Onsite,35,8,1,Low,Depression,No,No Change,3,Neutral,Poor
EMP3044,27,Non-binary,Manufacturing,Onsite,24,0,1,High,,Yes,Increase,5,Neutral,Good
EMP3045,25,Female,Healthcare,Onsite,53,14,1,High,,No,Decrease,5,Unsatisfied,Average
EMP3046,53,Female,Finance,Onsite,48,3,5,Low,,No,No Change,2,Satisfied,Average
EMP3047,39,Prefer not to say,Retail,Onsite,40,9,1,High,,Yes,No Change,5,Unsatisfied,Good
EMP3048,50,Male,IT,Onsite,58,14,1,High,Anxiety,Yes,Increase,5,Unsatisfied,Poor
EMP3049,56,Non-binary,Education,Hybrid,36,6,1,Low,Anxiety,No,No Change,1,Neutral,Poor
EMP3050,33,Female,Retail,Onsite,28,15,1,Medium,Anxiety,Yes,Decrease,4,Neutral,Poor
EMP3051,35,Non-binary,Consulting,Hybrid,59,2,1,High,,No,Decrease,2,Unsatisfied,Average
EMP3052,49,Non-binary,Healthcare,Remote,34,13,1,High,,Yes,No Change,1,Neutral,Good
EMP3053,23,Male,Retail,Onsite,30,1,2,Medium,Depression,Yes,No Change,1,Satisfied,Good
EMP3054,48,Prefer not to say,Retail,Onsite,43,11,1,Medium,Burnout,Yes,No Change,1,Neutral,Average
EMP3055,31,Female,Manufacturing,Hybrid,26,3,2,Medium,Burnout,No,Decrease,5,Neutral,Poor
EMP3056,52,Non-binary,Retail,Hybrid,21,5,5,Medium,Depression,Yes,No Change,5,Neutral,Average
EMP3057,51,Male,Manufacturing,Hybrid,52,4,3,Low,Anxiety,Yes,Decrease,3,Unsatisfied,Poor
EMP3058,43,Male,Manufacturing,Onsite,52,1,3,High,Burnout,No,Increase,4,Unsatisfied,Good
EMP3059,53,Male,Finance,Remote,24,11,2,High,Depression,Yes,Decrease,4,Unsatisfied,Average
EMP3060,36,Male,Finance,Onsite,38,6,4,Low,Anxiety,No,Decrease,2,Unsatisfied,Good
EMP3061,24,Female,Finance,Hybrid,50,14,1,Medium,,Yes,Decrease,5,Unsatisfied,Poor
EMP3062,45,Prefer not to say,Manufacturing,Hybrid,36,7,2,Medium,,No,No Change,4,Neutral,Poor
EMP3063,28,Male,Healthcare,Hybrid,56,5,2,High,Depression,No,Increase,1,Unsatisfied,Average
EMP3064,35,Male,Education,Onsite,42,9,4,Low,Anxiety,No,Decrease,3,Neutral,Good
EMP3065,55,Male,Manufacturing,Hybrid,57,11,4,High,Burnout,Yes,Decrease,2,Neutral,Poor
EMP3066,32,Male,Healthcare,Onsite,26,6,4,High,Depression,Yes,Decrease,1,Unsatisfied,Poor
EMP3067,22,Male,Consulting,Onsite,46,1,4,Medium,Anxiety,No,No Change,3,Satisfied,Good
EMP3068,34,Male,IT,Onsite,26,13,5,Medium,Depression,No,No Change,5,Neutral,Poor
EMP3069,29,Prefer not to say,IT,Remote,32,7,1,High,Burnout,Yes,Increase,1,Unsatisfied,Good
EMP3070,29,Female,Finance,Onsite,33,15,4,Low,,No,Increase,2,Unsatisfied,Good
EMP3071,31,Female,Manufacturing,Hybrid,46,6,1,Medium,Anxiety,No,Increase,4,Satisfied,Good
EMP3072,49,Prefer not to say,Education,Onsite,31,3,5,High,Burnout,Yes,Decrease,5,Satisfied,Poor
EMP3073,25,Prefer not to say,Retail,Hybrid,38,2,2,Medium,Anxiety,Yes,No Change,4,Neutral,Good
EMP3074,52,Prefer not to say,Retail,Hybrid,45,6,4,Medium,,Yes,Increase,5,Unsatisfied,Poor
EMP3075,47,Female,Consulting,Hybrid,30,4,2,High,Anxiety,Yes,Increase,2,Unsatisfied,Poor
EMP3076,25,Male,Consulting,Hybrid,35,10,4,Medium,Anxiety,Yes,Increase,5,Unsatisfied,Good
EMP3077,48,Prefer not to say,Education,Remote,28,7,5,Low,Burnout,Yes,No Change,2,Satisfied,Average
EMP3078,44,Non-binary,Healthcare,Hybrid,45,1,4,High,Burnout,No,No Change,4,Satisfied,Average
EMP3079,53,Female,Education,Remote,36,10,1,Medium,Burnout,Yes,No Change,4,Neutral,Average
EMP3080,36,Female,Manufacturing,Remote,34,12,4,Low,Burnout,Yes,Increase,5,Neutral,Good
EMP3081,40,Female,Healthcare,Remote,20,11,4,High,Depression,No,Decrease,1,Neutral,Good
EMP3082,33,Male,Consulting,Remote,37,3,4,Low,Burnout,No,Decrease,2,Neutral,Good
EMP3083,43,Male,Education,Hybrid,36,13,4,High,Anxiety,Yes,Decrease,1,Neutral,Poor
EMP3084,41,Prefer not to say,Manufacturing,Hybrid,32,4,4,Medium,,Yes,Decrease,5,Neutral,Poor
EMP3085,53,Female,Retail,Onsite,35,11,3,Low,Anxiety,No,Decrease,5,Unsatisfied,Average
EMP3086,59,Prefer not to say,Finance,Hybrid,49,0,2,High,,No,Increase,2,Unsatisfied,Poor
EMP3087,27,Female,Finance,Hybrid,50,1,5,Low,Anxiety,No,Decrease,3,Neutral,Good
EMP3088,42,Non-binary,Education,Hybrid,57,15,5,High,Burnout,No,No Change,4,Neutral,Average
EMP3089,46,Male,Finance,Onsite,59,12,5,Medium,Depression,Yes,No Change,5,Unsatisfied,Poor
EMP3090,47,Female,Finance,Hybrid,44,7,1,Medium,Anxiety,No,Increase,4,Satisfied,Poor
EMP3091,34,Male,Education,Hybrid,55,12,3,Medium,Burnout,Yes,Decrease,1,Unsatisfied,Poor
EMP3092,50,Male,Retail,Remote,45,15,4,Low,Burnout,Yes,Decrease,5,Neutral,Average
